語,發音,漢字、原文,中文意思
たすかる,3,助かる,得救、省力
たすけ,3,助け,幫助
たすける,3,助ける,資助、救助、助長
たずさわる,0,携わる,從事、參與
たずねる,3,訪ねる,拜訪
たずねる,3,尋ねる,打聽、尋問
ただ,1,只「無料」,免費、自給
ただ,1,只、唯,普通、只是、只
ただいま。,4,只今。,我回來了
たたかい,0,戦い,戰爭、鬥爭
たたかう,0,戦う,戰鬥、作戰
たたく,2,叩く,敲打、拍、攻擊
ただし,1,但し,但、但是
ただしい,3,正しい,正確
ただちに,1,直ちに,立刻
たたみ,3,畳,塌塌米
たたむ,0,畳む,折疊
ただよう,3,漂う,空間或者水面上漂
たち,,達,表示人的複數
たちあがる,0,立上る,站起來、起身
たちさる,0,立去る,走開、離開
たちどまる,0,立止まる,停下，止步
たちば,1,立場,立場、處境
"たちまち
(自動的な変化)
直ちに、主動的な行動",0,忽ち,一會兒
たちよる,0,立寄る,走近，靠近
たつ,1,立つ,立、站、起
たつ,1,建つ,建
たつ,1,発つ,出發
たつ,1,経つ,經過
たつ,1,断つ,截、斷
だっこ,1,抱っこ,〔幼兒語〕抱
たっしゃ,0,達者,健康、健壮、精通
だっしゅつ,0,脱出,逃脫
たっする,0,達する,到達、達到
だっする,0,脱する,脫離、擺脫
たっせい,0,達成,達成、完成
だっせん,0,脱線,（火車，電車等）脫軌、（説話等）離題
たった,0,唯,只、僅
だったい,0,脱退,退出、離脱
だったら,1,だったら,如果
だって,1,だって,話雖如此
たっぷり,3,たっぷり,足夠、充分
たて,1,縦,豎、長
たて,1,盾,盾
だて,,建て,（房屋建築樣式）
たてかえる,0,立替える,垫付
たてまえ,0,建前,建前（上梁儀式）/表面立場、原則
たてまつる,4,奉る,奉獻
たてもの,2,建物,建築物
たてる,2,立てる,直立
たてる,2,建てる,建立
だと,1,だと,是
だとう,0,妥当,妥當
たどうし,2,他動詞,他動詞
たとえ,2,例え,即使
たとえ,0,例え,比喻
たとえば,2,例えば,例如
たとえる,3,例える,比喻
たどりつく,2,辿り着く,好不容易到達
たどる,0,辿る,沿著走、追蹤
たな,0,棚,架子、擱版
たに,2,谷,谷
たにん,0,他人,其他人
たね,1,種,種子
たのしい,3,楽しい,快樂、愉快
たのしみ,3,楽しみ,樂趣、期待
たのしむ,3,楽しむ,享樂、快樂
たのみ,1,頼み,請求、拜託
たのむ,2,頼む,拜託、懇求
たのもしい,4,頼もしい,可靠的、可望
たば,1,束,捆、把、束
たばこ,0,煙草,香煙、菸
たばねる,3,束ねる,紮、綑、紮
たび,1,足袋,日本的布襪子
たび,2,度,時候
たび,2,旅,旅行
たびたび,0,度々,屢次
だぶだぶ,,だぶだぶ,過於寬大、肌肉鬆弛/滿、肥大
ダブル,1,double,雙(份)、兩倍
ダブる,2,double,重複
たぶん,1,多分,大概、或許
たべもの,2,食べ物,食物
たべる,2,食べる,吃
たほう,2,他方,他方、另一方面
たぼう,0,多忙,繁忙、忙碌
たま,0,偶,很少有
たま,2,玉、弾、球,子彈、玉、球
たまう,2,給う,〔尊敬語〕對對方動作的尊敬
たまご,2,卵,卵、雞蛋
たましい,1,魂,靈魂
だます,2,騙す,欺騙
たまたま,0,偶々,偶爾、偶然
たまに,0,偶に,偶爾、偶然
たまらない,0,堪らない,受不了的
たまり,0,溜り,積聚、大豆醤油
たまる,0,溜まる,積存、積壓
だまる,2,黙る,沉默無言
たまわる,3,賜る,〔謙譲語〕賞賜
ダム,1,dam,水庫
ため,2,為,利益、為了…由於
だめ,2,駄目,無用、沒用、不行、無望的
ためいき,3,溜息,嘆氣
ためし,3,試し,嚐試、企圖
ためす,2,試す,試驗
ためらう,3,躊躇う,躊躇、猶豫
"ためる
蓄える(たくわえる)：目的あり
溜める：目的なし(ストレス、水)",0,溜める,存、蓄
たもつ,2,保つ,保住、維持
たやすい,0,容易い,容易的、簡單的
たよう,0,多様,各式各樣
たより,1,便り,音信、消息
たよる,2,頼る,依靠、依賴
だらけ,,だらけ,盡是
だらしない,4,だらし無い,不檢點的、沒出息
たりる,0,足りる,足夠、足以
"たる
(古風、硬い、足りるの方が自然)",0,足る,滿足、足以
だるい,0,だるい,倦怠的、無力的
たるみ,0,弛み,遲緩
"たるむ
緩む(ゆるむ)←常用",0,弛む,鬆懈
だれ,1,誰,誰、無論什麼人
だれか,1,誰か,誰啊
たれる,2,垂れる,垂懸、懸掛
タレント,0,talent,藝人、才能
タワー,1,tower,塔、塔樓
たん,,単,單次
だん,1,団,已某種目的所聚集的組織
だん,1,段,段、層、等級
たん,1,短,短的、不足、缺點
たんい,1,単位,單位
たんいつ,0,単一,單一
たんか,1,短歌,日本的詩歌（由五，七，五，七，七共五句）
たんか,1,担架,擔架
だんかい,0,段階,階段、階梯
たんき,1,短期,短期
たんき,1,短気,沒耐性
だんけつ,0,団結,團結
たんけん,0,探検,探險
だんげん,3,断言,斷言、斷定
たんご,0,単語,單字
たんこう,0,炭鉱,煤礦
だんし,1,男子,男子
たんしゅく,0,短縮,縮短、縮減
たんじゅん,0,単純,單純、簡單
たんしょ,1,短所,缺點
たんじょう,0,誕生,誕生
たんじょうび,3,誕生日,生日
たんす,0,箪笥,衣櫥
ダンス,1,dance,跳舞
たんすい,0,淡水,淡水
だんすい,0,断水,停水
たんすう,3,単数,單數
だんせい,0,男性,男性
だんぜん,0,断然,斷然、斷乎
たんそ,1,炭素,碳
たんだい,0,短大,短期大學
だんたい,0,団体,團體
だんだん,0,段々,漸漸、逐漸
だんち,0,団地,社區、建築區
たんちょう,0,単調,單調
だんてい,0,断定,斷定、判定
たんとう,0,担当,擔當、擔負
たんどく,0,単独,單獨、獨自
だんな,0,旦那,丈夫、主人、先生
たんなる,1,単なる,僅、只
たんに,1,単に,僅僅、單單、只是
たんぱ,1,短波,短波
たんぱくしつ,3,蛋白質,蛋白質
ダンプ,1,dump,有傾倒台的貨車、自動卸貨卡車
たんぺん,0,短編,短編
だんぼう,0,暖房,暖氣、暖屋裝置
だんめん,3,断面,斷面、截面
だんりょく,0,弾力,彈力、彈性
ち,0,血,血液
ち,1,地,大地、地面
ちあん,0,治安,治安
ちい,1,地位,地位、職位
ちいき,1,地域,地域、地區
ちいさい,3,小さい,(體積等)小
ちいさな,1,小さな,微小的
チーズ,1,cheese,起司
チーム,1,team,隊(伍)、團隊、小組
チームワーク,4,teamwork,配合、協同動作
ちえ,2,知恵,智慧
チェック（する）,1,check,查對、檢查
チェンジ,1,change,交換
ちか,2,地下,地下
ちかい,2,近い,(距離)近、接近的
ちがい,0,違い,差異、差別
ちがいない,4,違いない,對的、沒錯的
ちかう,0,誓う,發誓
ちがう,0,違う,不同、不一致
ちがえる,0,違える,改變、更改
ちかく,1,近く,附近、不久
ちかごろ,2,近頃,近來、近日
ちかすい,2,地下水,地層之下所囤積的雨水
ちかぢか,0,近々,近日、最近
ちかづく,0,近付く,接近、靠近
ちかづける,4,近付ける,使接近
ちかてつ,0,地下鉄,地下鐵
"ちかよる
プールに近寄るな",0,近寄る,走近、靠近
ちから,3,力,力量
ちからづよい,5,力強い,有信心的
ちきゅう,0,地球,地球
ちぎる,2,千切る/契る,撕碎、揪下/約定、宣誓
ちく,1,地区,地區
ちくさん,0,畜産,畜產
ちくしょう,3,畜生,畜類
ちくせき,0,蓄積,積蓄
ちけい,0,地形,地形
ちこく,0,遅刻,遲到
ちじ,1,知事,知事
ちしき,1,知識,知識
ちしつ,0,地質,地質
ちじん,0,知人,熟人、認識的人
ちず,1,地図,地圖
ちせい,2,知性,智力、理性
ちたい,0,地帯,地域、地帶
ちち,1,父,父親
ちち,1,乳,乳汁、牛奶
ちちおや,0,父親,父親
ちぢまる,0,縮まる,間隔很短
"ちぢむ
「縮む」は物の大きさに対して使う、「縮まる」は距離や差などの長さに対して使う",0,縮む,縮小、縮短、萎縮、收縮
ちぢめる,0,縮める,縮小、縮短
ちぢれる,0,縮れる,起皺、上捲
ちつじょ,1,秩序,秩序
ちっそく,0,窒息,窒息
ちっとも,3,ちっとも（塵とも）,一點也不
チップ,1,chip/tip,晶片、馬鈴薯片/小費
ちてき,0,知的,理智的
ちてん,0,地点,地點
ちのう,1,知能,智能、智力
ちへいせん,0,地平線,地平線
ちほう,2,地方,地方
ちめい,0,地名,地名
ちゃ,0,茶,茶
チャイム,1,chime,門鈴、鈴鐘
ちゃいろ,0,茶色,棕色
ちゃいろい,0,茶色い,茶色的
ちゃく,1,着「着く」,到達
ちゃく,1,着,套
ちゃくしゅ,0,着手,著手、動手
ちゃくしょく,0,着色,著色
ちゃくせき,0,着席,就座
ちゃくちゃく,0,着々,穩歩而順利的
ちゃくもく,0,着目,着眼、看中
ちゃくりく,0,着陸,著陸
ちゃっこう,0,着工,開工
ちゃのま,0,茶の間,(家庭的)飯廳
ちゃのゆ,0,茶の湯,茶道
ちやほや,1,ちやほや,奉承
ちゃわん,0,茶碗,茶碗、飯碗
ちゃん,,ちゃん,表示親愛（「さん」的轉音）
チャンス,1,chance,(好)機會
ちゃんと,0,ちゃんと,正好、好好的
チャンネル,0,channel,頻道
ちゅう,,中,之中、在〜里面、正在〜中
ちゅう,0,注,註
ちゅう,1,中,中、中等、中間、中央
ちゅうい（する）,1,注意（する）,注意
ちゅうおう,3,中央,中央、中心
ちゅうがえり,3,宙返り,翻筋斗
ちゅうがく,1,中学,國中
ちゅうがっこう,3,中学校,國中
ちゅうかん,0,中間,中間
ちゅうけい,0,中継,中繼
ちゅうこ,1,中古,中古
ちゅうこく,0,忠告,忠告
ちゅうし（する）,0,中止（する）,中止
ちゅうじつ,0,忠実,忠實
ちゅうしゃ,0,駐車,停車
ちゅうしゃ（する）,0,注射（する）,注射、打針
ちゅうしゃじょう,0,駐車場,停車場
ちゅうじゅん,0,中旬,中旬
ちゅうしょう,0,抽象,抽象
ちゅうしょう,0,中傷,中傷
ちゅうしょく,0,昼食,午餐
ちゅうしん,0,中心,中心
ちゅうすう,0,中枢,中樞、中心
ちゅうせい,0,中性,中性
ちゅうせい,1,中世,中世
ちゅうせん,0,抽選,抽籤
ちゅうだん,0,中断,中斷
ちゅうと,0,中途,中途
ちゅうどく,1,中毒,中毒
ちゅうねん,0,中年,中年
ちゅうふく,0,中腹,半山腰
ちゅうもく,0,注目,注目
ちゅうもん,0,注文,訂購、要求
ちゅうりつ,0,中立,中立
ちゅうわ,0,中和,中和
ちょ,,著,著作、著述
ちょう,,町,鎮
ちょう,,兆,兆
ちょう,,長,集團裡的最上位者、長
ちょう,,帳,帳簿
ちょう,,庁,公家機關建築的名稱
ちょう,1,腸,腸
ちょう,1,蝶,蝴蝶
ちょう,,長,長
ちょう,1,超,非常
ちょういん,0,調印,簽字
ちょうか,0,超過,超過
ちょうかく,0,聴覚,聽覺
ちょうかん,0,朝刊,晨報
ちょうかん,0,長官,長官
ちょうき,1,長期,長期
ちょうこう,0,聴講,聽講
ちょうこく,0,彫刻,雕刻
ちょうさ,1,調査,調查
ちょうし,0,調子,調、語調、狀態
ちょうしゅう,0,徴収,徴收
ちょうしょ,1,長所,優點
ちょうじょ,1,長女,長女
ちょうじょう,3,頂上,頂點、極點
ちょうしんき,3,聴診器,聽診器
ちょうせい,0,調整,調整
ちょうせつ,0,調節,調節
ちょうせん,0,挑戦,挑戰
ちょうだい,3,頂戴,〔謙譲語〕收到、領到/講給我…
ちょうたん,0,長短,長短、優缺點
ちょうてい,0,調停,調停
ちょうてん,1,頂点,頂點
ちょうど,0,丁度,正好、剛好、整整
ちょうなん,1,長男,長男、長子
ちょうふく,0,重複,重複
ちょうへん,0,長編,長編
ちょうほう,1,重宝,便利的、重視的
ちょうほうけい,0,長方形,長方形
ちょうみりょう,3,調味料,調味料
ちょうめ,,丁目,第〜條街
ちょうり,1,調理,調理
ちょうわ,0,調和,調和
チョーク,1,chalk,粉筆
ちょきん,0,貯金,存款
ちょくご,1,直後,緊跟著
ちょくせつ,0,直接,直接
ちょくせん,0,直線,直線
ちょくぜん,0,直前,眼看就…的時候、眼前
ちょくちょく,1,ちょくちょく,時常、常常
ちょくつう,0,直通,直達
ちょくめん,0,直面,面對
ちょくりゅう,0,直流,直流
ちょしゃ,1,著者,作者
ちょしょ,0,著書,著作
ちょぞう,0,貯蔵,儲藏
ちょちく,0,貯蓄,儲蓄
ちょっかく,0,直角,直角
ちょっかん,0,直感,直接察覺到
ちょっけい,0,直径,直徑
ちょっと,1,一寸,稍微、一點、等一下
ちょめい,0,著名,有名
ちらかす,0,散らかす,亂扔
ちらかる,0,散らかる,零亂、亂七八糟
ちらす,0,散らす,分散開、使消散
ちらっと,2,ちらっと,稍微、一晃、一閃
ちり,1,地理,地理
ちり,0,塵,塵埃、灰塵
ちりがみ,0,塵紙,衛生紙
ちりとり,3,塵取,簸萁
ちりょう,0,治療,治療
ちる,0,散る,落、謝
ちんぎん,1,賃金,租金、工資
ちんでん,0,沈澱,沉澱
ちんぼつ,0,沈没,沉沒
ちんもく,0,沈黙,沉默
ちんれつ,0,陳列,陳列
つい,0,対,對、雙
つい,1,遂,相距不遠、不知不覺
ついか,0,追加,追加、補加
ついきゅう,0,追及,追究、追問
ついせき,0,追跡,追蹤
ついたち,4,一日,一號
（に）ついて,1,（〜に）就いて,關於
ついで,0,序,順便、有機會
ついに,1,遂に,終於、終究
ついほう,0,追放,驅逐
ついやす,3,費やす,花費、耗費
ついらく,0,墜落,從高處掉下
つう,1,通,精通、內行
つうか,0,通過,通過
つうか,1,通貨,流通的貨幣
つうがく,0,通学,通學
つうかん,0,痛感,痛感、強烈感受到
つうきん,0,通勤,通勤
つうこう,0,通行,通行、往來
つうじょう,0,通常,平常、通常
つうじる．ずる,0,通じる/通ずる,通、相通
つうしん,0,通信,通信、通訊、通音信
つうせつ,0,痛切,深切、切身
つうち,0,通知,通知
つうちょう,0,通帳,(存款、帳簿、配給等的)帳簿、憑單
つうやく,1,通訳,通譯員、口譯
つうよう,0,通用,通用、有效
つうろ,1,通路,通行的道路
つえ,1,杖,拐杖
づかい,,遣い,派去的人、使者
つかいみち,0,使い道,用法、用途
つかう,0,使う,使用
